#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0002645	-
FBgn0250835	-
FBgn0036186	Hsap\LNPEP <newline> Hsap\RNPEP <newline> Hsap\ERAP2 <newline> Hsap\TRHDE <newline> Hsap\RNPEPL1 <newline> Hsap\MIR24-1 <newline> Hsap\ERAP1 <newline> Hsap\ANPEP <newline> Hsap\LVRN <newline> Hsap\LTA4H <newline> Hsap\ENPEP <newline> Hsap\NPEPPS <newline> Hsap\AOPEP <newline> Hsap\ANTXR2 <newline> Hsap\LOC101929950 <newline> Hsap\LOC440434
FBgn0034914	Hsap\PDIA2 <newline> Hsap\TMX4 <newline> Hsap\PDILT <newline> Hsap\ERP27 <newline> Hsap\NME8 <newline> Hsap\TXN2 <newline> Hsap\ERP44 <newline> Hsap\DNAJC10 <newline> Hsap\TXNDC9 <newline> Hsap\TXNDC16 <newline> Hsap\TXNDC11 <newline> Hsap\PDIA4 <newline> Hsap\TMX3 <newline> Hsap\PDIA3 <newline> Hsap\TXNDC2 <newline> Hsap\PDIA5 <newline> Hsap\P4HB <newline> Hsap\TXNDC8 <newline> Hsap\TXN <newline> Hsap\TXNDC5 <newline> Hsap\NME9 <newline> Hsap\PDIA6 <newline> Hsap\TMX1
FBgn0266464	Hsap\NSF <newline> Hsap\TRIP13 <newline> Hsap\ATAD2B <newline> Hsap\PEX1 <newline> Hsap\SPATA5 <newline> Hsap\NVL <newline> Hsap\PEX6 <newline> Hsap\SPATA5L1 <newline> Hsap\FIGN <newline> Hsap\ATAD1 <newline> Hsap\VCP <newline> Hsap\IQCA1 <newline> Hsap\FIGNL1 <newline> Hsap\SPAST <newline> Hsap\IQCA1L
FBgn0038387	Hsap\PAM16 <newline> Hsap\CORO7-PAM16
FBgn0039115	Hsap\REXO2
FBgn0262734	Hsap\EIF4H <newline> Hsap\RALY <newline> Hsap\DAZL <newline> Hsap\ZCRB1 <newline> Hsap\TRA2A <newline> Hsap\HNRNPD <newline> Hsap\BOLL <newline> Hsap\HNRNPA0 <newline> Hsap\HNRNPA1 <newline> Hsap\HNRNPA2B1 <newline> Hsap\HNRNPA1L2 <newline> Hsap\HNRNPAB <newline> Hsap\TRNAU1AP <newline> Hsap\RBM3 <newline> Hsap\HNRNPA3 <newline> Hsap\RBM34 <newline> Hsap\EIF4B <newline> Hsap\SRSF12 <newline> Hsap\TRA2B <newline> Hsap\SRSF10 <newline> Hsap\RALYL <newline> Hsap\SLIRP <newline> Hsap\HNRNPC <newline> Hsap\CIRBP <newline> Hsap\HNRNPCL3 <newline> Hsap\HNRNPCL2 <newline> Hsap\HNRNPDL <newline> Hsap\HNRNPCL4
FBgn0036927	Hsap\ABAT <newline> Hsap\AGXT2 <newline> Hsap\ETNPPL <newline> Hsap\PHYKPL
FBgn0036992	Hsap\HPD <newline> Hsap\HPDL
FBgn0033864	-
FBgn0263852	Hsap\DAD1
FBgn0000615	Hsap\TREX1 <newline> Hsap\TREX2
FBgn0032292	Hsap\EMC3
FBgn0030833	Hsap\YTHDC2 <newline> Hsap\DHX33 <newline> Hsap\DHX40 <newline> Hsap\DHX29 <newline> Hsap\DHX35 <newline> Hsap\DHX8 <newline> Hsap\DHX38 <newline> Hsap\DHX32 <newline> Hsap\DHX37 <newline> Hsap\DHX34 <newline> Hsap\DHX15 <newline> Hsap\DHX9 <newline> Hsap\DHX16 <newline> Hsap\DQX1 <newline> Hsap\TDRD9 <newline> Hsap\DHX57 <newline> Hsap\DHX30 <newline> Hsap\DHX36 <newline> Hsap\ZCCHC17 <newline> Hsap\RD3L <newline> Hsap\SOWAHC
FBgn0267366	Hsap\TSPYL1 <newline> Hsap\NAP1L5 <newline> Hsap\NAP1L3 <newline> Hsap\NAP1L2 <newline> Hsap\NAP1L4 <newline> Hsap\NAP1L1
FBgn0284256	Hsap\LRPPRC
FBgn0036843	Hsap\SFXN2 <newline> Hsap\SFXN3 <newline> Hsap\SFXN5 <newline> Hsap\SFXN1 <newline> Hsap\SFXN4
FBgn0260463	Hsap\DMTN <newline> Hsap\ABLIM3 <newline> Hsap\ABLIM2 <newline> Hsap\ABLIM1
FBgn0284250	
FBgn0287225	Hsap\ATAD3A <newline> Hsap\ATAD3B <newline> Hsap\ATAD3C
FBgn0029170	-
FBgn0061196	-
FBgn0264489	Hsap\SMPD1 <newline> Hsap\SMPDL3A <newline> Hsap\SMPDL3B <newline> Hsap\BRD4 <newline> Hsap\PDLIM4 <newline> Hsap\PDLIM2 <newline> Hsap\PDLIM1 <newline> Hsap\PDLIM3 <newline> Hsap\LDB3 <newline> Hsap\PRICKLE4 <newline> Hsap\PDLIM5 <newline> Hsap\PDLIM7
FBgn0043530	-
FBgn0265267	Hsap\PNLIPRP3 <newline> Hsap\PNLIPRP1 <newline> Hsap\PLA1A <newline> Hsap\PNLIPRP2 <newline> Hsap\LIPG <newline> Hsap\LIPI <newline> Hsap\LIPC <newline> Hsap\LIPH <newline> Hsap\LPL <newline> Hsap\PNLIP
FBgn0038301	Hsap\ZNF324 <newline> Hsap\ZNF324B <newline> Hsap\GTF3A <newline> Hsap\ZNF513 <newline> Hsap\ZBTB47 <newline> Hsap\ZNF652 <newline> Hsap\ZUP1 <newline> Hsap\ZNF345 <newline> Hsap\ZNF570 <newline> Hsap\ZNF561 <newline> Hsap\ZNF250 <newline> Hsap\ZNF180 <newline> Hsap\ZNF155 <newline> Hsap\ZNF257 <newline> Hsap\ZNF224 <newline> Hsap\ZNF234 <newline> Hsap\ZNF175 <newline> Hsap\ZNF256 <newline> Hsap\ZNF671 <newline> Hsap\ZNF660-ZNF197 <newline> Hsap\ZNF439 <newline> Hsap\ZNF564 <newline> Hsap\ZNF214 <newline> Hsap\ZNF658 <newline> Hsap\ZNF506 <newline> Hsap\ZNF529 <newline> Hsap\ZFP37 <newline> Hsap\ZNF16 <newline> Hsap\ZNF33A <newline> Hsap\ZNF83 <newline> Hsap\ZNF616 <newline> Hsap\ZNF799 <newline> Hsap\ZNF791 <newline> Hsap\ZNF266 <newline> Hsap\ZNF30 <newline> Hsap\ZNF587 <newline> Hsap\ZNF721 <newline> Hsap\ZNF491 <newline> Hsap\ZNF317 <newline> Hsap\ZNF71 <newline> Hsap\ZNF461 <newline> Hsap\ZNF551 <newline> Hsap\ZNF497 <newline> Hsap\ZNF354C <newline> Hsap\ZNF565 <newline> Hsap\ZNF548 <newline> Hsap\ERV3-1-ZNF117 <newline> Hsap\ZNF57 <newline> Hsap\ZNF599 <newline> Hsap\ZNF415 <newline> Hsap\ZNF682 <newline> Hsap\ZNF700 <newline> Hsap\ZNF880 <newline> Hsap\ZNF549 <newline> Hsap\ZNF454 <newline> Hsap\ZNF208 <newline> Hsap\PRDM9 <newline> Hsap\ZNF136 <newline> Hsap\ZNF716 <newline> Hsap\ZNF20 <newline> Hsap\ZNF132 <newline> Hsap\ZNF211 <newline> Hsap\ZNF569 <newline> Hsap\ZNF300 <newline> Hsap\ZNF510 <newline> Hsap\ZNF404 <newline> Hsap\ZNF749 <newline> Hsap\ZNF311 <newline> Hsap\ZNF695 <newline> Hsap\ZNF225 <newline> Hsap\ZNF667 <newline> Hsap\ZNF829 <newline> Hsap\ZNF578 <newline> Hsap\ZNF544 <newline> Hsap\ZNF416 <newline> Hsap\ZNF248 <newline> Hsap\ZNF382 <newline> Hsap\ZSCAN2 <newline> Hsap\ZNF875 <newline> Hsap\ZNF737 <newline> Hsap\ZNF816 <newline> Hsap\ZNF284 <newline> Hsap\ZNF717 <newline> Hsap\ZNF287 <newline> Hsap\ZNF112 <newline> Hsap\ZFP82 <newline> Hsap\ZNF805 <newline> Hsap\ZNF630 <newline> Hsap\ZNF329 <newline> Hsap\ZSCAN12 <newline> Hsap\ZNF585A <newline> Hsap\ZNF285 <newline> Hsap\ZNF629 <newline> Hsap\ZNF473 <newline> Hsap\ZNF181 <newline> Hsap\ZNF724 <newline> Hsap\ZNF426 <newline> Hsap\ZNF615 <newline> Hsap\ZNF778 <newline> Hsap\ZNF28 <newline> Hsap\ZNF334 <newline> Hsap\ZNF835 <newline> Hsap\ZNF623 <newline> Hsap\ZNF354A <newline> Hsap\ZNF792 <newline> Hsap\ZNF627 <newline> Hsap\ZKSCAN5 <newline> Hsap\ZNF626 <newline> Hsap\ZNF605 <newline> Hsap\ZNF74 <newline> Hsap\ZNF35 <newline> Hsap\ZNF420 <newline> Hsap\ZNF33B <newline> Hsap\ZNF14 <newline> Hsap\ZNF483 <newline> Hsap\ZNF560 <newline> Hsap\ZNF600 <newline> Hsap\ZNF23 <newline> Hsap\ZNF417 <newline> Hsap\ZNF429 <newline> Hsap\ZNF229 <newline> Hsap\ZNF140 <newline> Hsap\ZNF253 <newline> Hsap\ZNF528 <newline> Hsap\ZNF17 <newline> Hsap\ZNF69 <newline> Hsap\ZNF852 <newline> Hsap\ZNF354B <newline> Hsap\ZNF806 <newline> Hsap\ZNF519 <newline> Hsap\ZNF10 <newline> Hsap\ZNF573 <newline> Hsap\ZNF460 <newline> Hsap\ZNF470 <newline> Hsap\ZNF594 <newline> Hsap\ZNF77 <newline> Hsap\ZNF133 <newline> Hsap\ZNF674 <newline> Hsap\ZNF860 <newline> Hsap\ZNF808 <newline> Hsap\ZNF19 <newline> Hsap\ZNF91 <newline> Hsap\ZNF780B <newline> Hsap\ZNF441 <newline> Hsap\ZNF813 <newline> Hsap\ZNF268 <newline> Hsap\ZIM3 <newline> Hsap\ZNF436 <newline> Hsap\ZNF585B <newline> Hsap\ZNF486 <newline> Hsap\ZNF840P <newline> Hsap\ZNF611 <newline> Hsap\ZNF624 <newline> Hsap\ZNF44 <newline> Hsap\ZNF90 <newline> Hsap\ZNF34 <newline> Hsap\ZNF45 <newline> Hsap\ZNF440 <newline> Hsap\ZNF823 <newline> Hsap\ZNF718 <newline> Hsap\ZNF883 <newline> Hsap\ZNF677 <newline> Hsap\ZNF563 <newline> Hsap\ZNF254 <newline> Hsap\ZNF567 <newline> Hsap\ZNF7 <newline> Hsap\ZNF93 <newline> Hsap\ZNF730 <newline> Hsap\ZNF540 <newline> Hsap\ZNF878 <newline> Hsap\ZNF347 <newline> Hsap\ZNF2 <newline> Hsap\ZNF607 <newline> Hsap\ZNF419 <newline> Hsap\ZNF25 <newline> Hsap\ZNF141 <newline> Hsap\ZNF267 <newline> Hsap\ZNF836 <newline> Hsap\ZNF714 <newline> Hsap\ZNF471 <newline> Hsap\ZFP62 <newline> Hsap\ZNF606 <newline> Hsap\ZNF726 <newline> Hsap\ZNF555 <newline> Hsap\ZNF566 <newline> Hsap\ZNF723 <newline> Hsap\ZNF765 <newline> Hsap\ZNF879 <newline> Hsap\ZNF189 <newline> Hsap\ZIK1 <newline> Hsap\ZFP3 <newline> Hsap\ZFP28 <newline> Hsap\ZNF177 <newline> Hsap\ZNF383 <newline> Hsap\ZFP14 <newline> Hsap\ZNF135 <newline> Hsap\ZNF479 <newline> Hsap\ZNF568 <newline> Hsap\ZNF765-ZNF761 <newline> Hsap\ZNF485 <newline> Hsap\ZNF845 <newline> Hsap\ZNF850 <newline> Hsap\ZNF81 <newline> Hsap\ZNF41 <newline> Hsap\ZNF12 <newline> Hsap\ZNF776 <newline> Hsap\ZNF233 <newline> Hsap\ZNF814 <newline> Hsap\ZNF613 <newline> Hsap\ZNF582 <newline> Hsap\ZNF251 <newline> Hsap\ZNF543 <newline> Hsap\ZNF286B <newline> Hsap\ZKSCAN7 <newline> Hsap\ZFP2 <newline> Hsap\ZNF774 <newline> Hsap\ZNF92 <newline> Hsap\ZNF773 <newline> Hsap\ZNF26 <newline> Hsap\ZNF432 <newline> Hsap\ZNF649 <newline> Hsap\ZFP69B <newline> Hsap\ZNF502 <newline> Hsap\ZNF37A <newline> Hsap\ZNF729 <newline> Hsap\ZNF782 <newline> Hsap\ZNF708 <newline> Hsap\ZNF559 <newline> Hsap\ZNF320 <newline> Hsap\ZNF184 <newline> Hsap\ZNF676 <newline> Hsap\ZNF841 <newline> Hsap\ZNF433 <newline> Hsap\ZNF780A <newline> Hsap\ZNF66 <newline> Hsap\ZNF699 <newline> Hsap\ZNF221 <newline> Hsap\ZNF264 <newline> Hsap\ZNF425 <newline> Hsap\ZNF418 <newline> Hsap\ZNF732 <newline> Hsap\ZNF484 <newline> Hsap\ZNF98 <newline> Hsap\ZNF337 <newline> Hsap\ZNF559-ZNF177 <newline> Hsap\ZNF304 <newline> Hsap\ZNF583 <newline> Hsap\ZNF595 <newline> Hsap\ZNF443 <newline> Hsap\RBAK-RBAKDN <newline> Hsap\ZNF154 <newline> Hsap\ZNF355P <newline> Hsap\ZNF226 <newline> Hsap\ZNF619 <newline> Hsap\ZNF3 <newline> Hsap\ZNF235 <newline> Hsap\ZNF79 <newline> Hsap\ZNF665 <newline> Hsap\ZNF493 <newline> Hsap\ZNF99 <newline> Hsap\ZNF596 <newline> Hsap\ZNF84 <newline> Hsap\ZNF43 <newline> Hsap\ZNF430 <newline> Hsap\ZNF728 <newline> Hsap\ZNF888 <newline> Hsap\ZNF571 <newline> Hsap\ZNF480 <newline> Hsap\ZNF490 <newline> Hsap\ZNF85 <newline> Hsap\ZNF766 <newline> Hsap\ZNF658B <newline> Hsap\ZFP30 <newline> Hsap\ZNF70 <newline> Hsap\ZNF492 <newline> Hsap\ZNF107 <newline> Hsap\ZNF534 <newline> Hsap\ZNF572 <newline> Hsap\ZNF675 <newline> Hsap\ZNF160 <newline> Hsap\ZNF790 <newline> Hsap\ZNF283 <newline> Hsap\ZNF100 <newline> Hsap\ZNF709 <newline> Hsap\ZNF546 <newline> Hsap\ZNF227 <newline> Hsap\ZNF273 <newline> Hsap\ZNF680 <newline> Hsap\ZFP90 <newline> Hsap\ZNF431 <newline> Hsap\ZNF678 <newline> Hsap\ZNF195 <newline> Hsap\ZNF169 <newline> Hsap\ZNF846 <newline> Hsap\ZNF331 <newline> Hsap\ZNF614 <newline> Hsap\ZNF468 <newline> Hsap\ZNF530 <newline> Hsap\ZNF157 <newline> Hsap\MZF1 <newline> Hsap\ZNF260 <newline> Hsap\ZNF182 <newline> Hsap\ZNF286A <newline> Hsap\ZNF333 <newline> Hsap\ZNF681 <newline> Hsap\ZNF442 <newline> Hsap\ZNF527 <newline> Hsap\ZNF727 <newline> Hsap\MYNN <newline> Hsap\ZNF692 <newline> Hsap\E4F1 <newline> Hsap\ZNF662 <newline> Hsap\SNAI1 <newline> Hsap\ZNF707 <newline> Hsap\ZBTB6 <newline> Hsap\ZBTB39 <newline> Hsap\ZNF668 <newline> Hsap\ZBTB24 <newline> Hsap\ZBTB48 <newline> Hsap\HIC2 <newline> Hsap\ZBTB18 <newline> Hsap\ZBTB43 <newline> Hsap\ZBTB41 <newline> Hsap\ZBTB45 <newline> Hsap\ZNF398 <newline> Hsap\ZNF131 <newline> Hsap\ZFAT <newline> Hsap\ZBTB14 <newline> Hsap\ZNF696 <newline> Hsap\ZNF263 <newline> Hsap\ZBTB12 <newline> Hsap\ZBTB26 <newline> Hsap\ZBTB34 <newline> Hsap\ZNF445 <newline> Hsap\ZBTB42 <newline> Hsap\ZBTB38 <newline> Hsap\ZBTB37 <newline> Hsap\ZNF236 <newline> Hsap\ZBTB32 <newline> Hsap\ZBTB33 <newline> Hsap\ZBTB22 <newline> Hsap\ZNF844 <newline> Hsap\ZBTB5 <newline> Hsap\INSM2 <newline> Hsap\INSM1 <newline> Hsap\GZF1 <newline> Hsap\ZBTB3 <newline> Hsap\ZNF621 <newline> Hsap\ZNF777 <newline> Hsap\ZNF212 <newline> Hsap\ZNF134 <newline> Hsap\ZNF785 <newline> Hsap\ZSCAN32 <newline> Hsap\ZNF584 <newline> Hsap\ZNF282 <newline> Hsap\ZNF746 <newline> Hsap\ZNF783 <newline> Hsap\ZNF517 <newline> Hsap\ZNF223 <newline> Hsap\ZNF679
FBgn0028685	Hsap\PSMC6 <newline> Hsap\PSMC4 <newline> Hsap\PSMC3 <newline> Hsap\PSMC2 <newline> Hsap\PSMC1 <newline> Hsap\PSMC5
FBgn0264078	Hsap\FLOT2 <newline> Hsap\FLOT1
FBgn0285910	Hsap\ATP6V0D2 <newline> Hsap\ATP6V0D1
FBgn0086357	Hsap\SEC61A1 <newline> Hsap\SEC61A2
FBgn0004838	Hsap\DAZAP1 <newline> Hsap\MSI1 <newline> Hsap\MSI2 <newline> Hsap\RBM24 <newline> Hsap\HNRNPDL <newline> Hsap\HNRNPAB <newline> Hsap\HNRNPD <newline> Hsap\HNRNPA1 <newline> Hsap\HNRNPA2B1 <newline> Hsap\HNRNPA3
FBgn0001122	Hsap\GNAO1 <newline> Hsap\GNA11 <newline> Hsap\GNAT1 <newline> Hsap\GNAT2 <newline> Hsap\GNA15 <newline> Hsap\GNA12 <newline> Hsap\GNAQ <newline> Hsap\GNAI2 <newline> Hsap\GNAL <newline> Hsap\GNAI1 <newline> Hsap\GNAI3 <newline> Hsap\GNAS <newline> Hsap\GNA14 <newline> Hsap\GNAT3 <newline> Hsap\GNA13 <newline> Hsap\GNAZ
FBgn0034345	Hsap\TPD52L3 <newline> Hsap\TPD52L1 <newline> Hsap\TPD52L2 <newline> Hsap\TPD52
FBgn0004401	Hsap\CIZ1
FBgn0028427	Hsap\ILK
FBgn0050488	Hsap\CRISP3 <newline> Hsap\GLIPR1L1 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR2 <newline> Hsap\GLIPR1L2 <newline> Hsap\CLEC18A <newline> Hsap\CLEC18C
FBgn0034142	Hsap\FAR2 <newline> Hsap\FAR1
FBgn0030078	Hsap\ACYP1 <newline> Hsap\ACYP2
FBgn0086472	Hsap\RPS25
FBgn0016041	Hsap\TOMM40 <newline> Hsap\MIR5187 <newline> Hsap\TOMM40L
FBgn0016762	Hsap\ANGEL2 <newline> Hsap\CNOT6L <newline> Hsap\ANGEL1 <newline> Hsap\CNOT6 <newline> Hsap\NOCT <newline> Hsap\PDE12 <newline> Hsap\LRRC27
FBgn0261458	Hsap\CAP2 <newline> Hsap\CAP1 <newline> Hsap\SMC2 <newline> Hsap\SMC3
FBgn0001225	Hsap\HSPB9 <newline> Hsap\HSPB8 <newline> Hsap\CRYAA2 <newline> Hsap\CRYAA <newline> Hsap\HSPB3 <newline> Hsap\CRYAB <newline> Hsap\HSPB2-C11orf52 <newline> Hsap\HSPB2 <newline> Hsap\HSPB7 <newline> Hsap\HSPB1 <newline> Hsap\HSPB6
FBgn0016726	Hsap\RPL29
FBgn0051358	Hsap\STOM <newline> Hsap\STOML3 <newline> Hsap\STOML2 <newline> Hsap\NPHS2 <newline> Hsap\PHB2 <newline> Hsap\STOML1 <newline> Hsap\PHB
FBgn0032897	-
FBgn0039341	Hsap\FAAH <newline> Hsap\QRSL1 <newline> Hsap\FAAH2
FBgn0260439	Hsap\PPP2R1A <newline> Hsap\PPP4R4 <newline> Hsap\PPP2R1B <newline> Hsap\RELCH <newline> Hsap\PPP4R1
FBgn0010238	Hsap\NTM <newline> Hsap\IGLON5 <newline> Hsap\LSAMP <newline> Hsap\NEGR1 <newline> Hsap\OPCML <newline> Hsap\IGSF5 <newline> Hsap\USH2A <newline> Hsap\DSCAML1 <newline> Hsap\PAPLN <newline> Hsap\KIRREL1 <newline> Hsap\KIRREL2 <newline> Hsap\IGSF9 <newline> Hsap\LRIT1 <newline> Hsap\SDK2 <newline> Hsap\DSCAM <newline> Hsap\NCAM2 <newline> Hsap\SDK1 <newline> Hsap\KIRREL3 <newline> Hsap\IGSF9B <newline> Hsap\LRIT3 <newline> Hsap\NCAM1 <newline> Hsap\PTPRQ <newline> Hsap\CNTN3 <newline> Hsap\PRTG <newline> Hsap\TMIGD1 <newline> Hsap\CCDC141 <newline> Hsap\CHL1 <newline> Hsap\CEACAM1 <newline> Hsap\PSG5 <newline> Hsap\CEACAM6 <newline> Hsap\PSG11 <newline> Hsap\CEACAM8 <newline> Hsap\HEPACAM2 <newline> Hsap\PSG2
FBgn0020908	-
FBgn0016693	Hsap\EHD1 <newline> Hsap\EHD4 <newline> Hsap\EHD2 <newline> Hsap\EHD3 <newline> Hsap\SRL
FBgn0015790	Hsap\RAB11A <newline> Hsap\RAB11B <newline> Hsap\RAB25 <newline> Hsap\RABL2A <newline> Hsap\RABL2B
FBgn0051195	Hsap\FREM2 <newline> Hsap\CSPG4 <newline> Hsap\FRAS1 <newline> Hsap\FREM3 <newline> Hsap\FREM1 <newline> Hsap\GPR158 <newline> Hsap\GPR179
FBgn0031703	Hsap\ACSF2 <newline> Hsap\DIP2C <newline> Hsap\DIP2B <newline> Hsap\DIP2A <newline> Hsap\ACSF3 <newline> Hsap\SLC27A6
FBgn0038089	Hsap\PPP3R1 <newline> Hsap\CIB4 <newline> Hsap\CHP2 <newline> Hsap\TESC <newline> Hsap\CHP1 <newline> Hsap\PPP3R2 <newline> Hsap\CIB1 <newline> Hsap\EFCAB1
FBgn0028968	Hsap\COPG2 <newline> Hsap\COPG1
FBgn0016697	Hsap\PSMA5 <newline> Hsap\PSMA4 <newline> Hsap\PSMA3 <newline> Hsap\PSMB7 <newline> Hsap\PSMA6 <newline> Hsap\PSMB1 <newline> Hsap\PSMA8 <newline> Hsap\PSMB10 <newline> Hsap\PSMB5 <newline> Hsap\PSMA7 <newline> Hsap\PSMB2 <newline> Hsap\PSMB8 <newline> Hsap\PSMB11 <newline> Hsap\PSMA1 <newline> Hsap\PSMB3 <newline> Hsap\PSMA2
FBgn0033321	Hsap\TPSG1 <newline> Hsap\TPSAB1 <newline> Hsap\TPSB2 <newline> Hsap\TPSD1 <newline> Hsap\PRSS54 <newline> Hsap\PRSS45P <newline> Hsap\PRSS47 <newline> Hsap\PRSS29P <newline> Hsap\PRSS42P <newline> Hsap\PRSS21 <newline> Hsap\PRSS44P <newline> Hsap\PRSS48
FBgn0266084	Hsap\FHOD1 <newline> Hsap\DIAPH2 <newline> Hsap\DIAPH1 <newline> Hsap\DIAPH3 <newline> Hsap\FHOD3
FBgn0015584	-
FBgn0010591	Hsap\SGPL1 <newline> Hsap\CSAD <newline> Hsap\HDC <newline> Hsap\GADL1 <newline> Hsap\GAD1 <newline> Hsap\GAD2 <newline> Hsap\SEPSECS <newline> Hsap\DDC
FBgn0033818	Hsap\SBSN <newline> Hsap\CCDC96
FBgn0086676	Hsap\SPNS2 <newline> Hsap\SPNS1 <newline> Hsap\SPNS3 <newline> Hsap\SLC2A3 <newline> Hsap\SLC2A9 <newline> Hsap\MFSD3 <newline> Hsap\SLC37A2 <newline> Hsap\SLC2A4 <newline> Hsap\SLC37A3 <newline> Hsap\SLC2A2 <newline> Hsap\SLC37A1 <newline> Hsap\SLC2A5 <newline> Hsap\SLC22A18 <newline> Hsap\SLC33A1 <newline> Hsap\SLC2A7 <newline> Hsap\MFSD1 <newline> Hsap\SLC2A1 <newline> Hsap\SLC2A14 <newline> Hsap\SLC37A4 <newline> Hsap\SLC2A11
FBgn0034406	Hsap\EPHX1 <newline> Hsap\EPHX3 <newline> Hsap\ABHD11 <newline> Hsap\MEST <newline> Hsap\ABHD8 <newline> Hsap\ABHD10 <newline> Hsap\ABHD14A <newline> Hsap\SERHL2 <newline> Hsap\LIPA <newline> Hsap\EPHX4 <newline> Hsap\LIPJ <newline> Hsap\BPHL <newline> Hsap\LIPF <newline> Hsap\PPME1 <newline> Hsap\LIPK <newline> Hsap\LIPM <newline> Hsap\LIPN <newline> Hsap\ABHD5 <newline> Hsap\ABHD4 <newline> Hsap\ABHD14B <newline> Hsap\ABHD6 <newline> Hsap\EPHX2
FBgn0033205	Hsap\CBR1 <newline> Hsap\CBR3 <newline> Hsap\C2orf81 <newline> Hsap\DHRSX <newline> Hsap\DHRS13 <newline> Hsap\RDH14 <newline> Hsap\RDH11 <newline> Hsap\RDH13 <newline> Hsap\DHRS12 <newline> Hsap\RDH12 <newline> Hsap\WWOX
FBgn0030396	-
FBgn0024754	Hsap\FLOT1 <newline> Hsap\FLOT2
FBgn0030593	Hsap\CHDH
FBgn0040850	-
FBgn0263231	Hsap\DDX3X <newline> Hsap\DDX4 <newline> Hsap\DDX3Y
FBgn0034176	Hsap\ZMPSTE24 <newline> Hsap\OMA1
FBgn0037565	-
FBgn0045866	Hsap\TMED10 <newline> Hsap\TMED9 <newline> Hsap\TMED4
FBgn0028969	Hsap\ARCN1
FBgn0015778	Hsap\G3BP2 <newline> Hsap\G3BP1 <newline> Hsap\PPARGC1A <newline> Hsap\PPRC1
FBgn0033819	Hsap\SBSN <newline> Hsap\CCDC96
FBgn0265187	Hsap\ACSBG2 <newline> Hsap\SLC27A3 <newline> Hsap\ACSBG1 <newline> Hsap\ACSL1 <newline> Hsap\ACSL4 <newline> Hsap\SLC27A4 <newline> Hsap\SLC27A1 <newline> Hsap\SLC27A2 <newline> Hsap\SLC27A5 <newline> Hsap\SLC27A6 <newline> Hsap\ACSL6 <newline> Hsap\ACSL3
FBgn0266098	Hsap\LRBA <newline> Hsap\NBEA <newline> Hsap\NBEAL1 <newline> Hsap\NBEAL2 <newline> Hsap\NBEAP1
FBgn0039265	Hsap\NME8 <newline> Hsap\TXN2 <newline> Hsap\PDIA2 <newline> Hsap\TMX4 <newline> Hsap\ERP44 <newline> Hsap\DNAJC10 <newline> Hsap\TXNDC9 <newline> Hsap\ERP27 <newline> Hsap\TXNDC16 <newline> Hsap\TXNDC11 <newline> Hsap\PDIA4 <newline> Hsap\TMX3 <newline> Hsap\PDIA3 <newline> Hsap\TXNDC2 <newline> Hsap\PDILT <newline> Hsap\PDIA5 <newline> Hsap\P4HB <newline> Hsap\TXNDC8 <newline> Hsap\TXN <newline> Hsap\TXNDC5 <newline> Hsap\NME9 <newline> Hsap\PDIA6 <newline> Hsap\TMX1
FBgn0037270	Hsap\EIF3F <newline> Hsap\PSMD7 <newline> Hsap\COPS6 <newline> Hsap\COPS5 <newline> Hsap\BRCC3 <newline> Hsap\STAMBPL1 <newline> Hsap\STAMBP <newline> Hsap\PSMD14 <newline> Hsap\MYSM1 <newline> Hsap\MPND
FBgn0029658	-
FBgn0034999	Hsap\ACSBG2 <newline> Hsap\SLC27A3 <newline> Hsap\ACSBG1 <newline> Hsap\ACSL1 <newline> Hsap\ACSL4 <newline> Hsap\SLC27A4 <newline> Hsap\SLC27A1 <newline> Hsap\SLC27A2 <newline> Hsap\SLC27A5 <newline> Hsap\SLC27A6 <newline> Hsap\ACSL6 <newline> Hsap\ACSL3
FBgn0030306	Hsap\SPCS2
FBgn0038067	Hsap\LIPF <newline> Hsap\LIPM <newline> Hsap\LIPA <newline> Hsap\LIPN <newline> Hsap\LIPJ <newline> Hsap\LIPK <newline> Hsap\EPHX3 <newline> Hsap\ABHD11 <newline> Hsap\MEST <newline> Hsap\ABHD8 <newline> Hsap\ABHD10 <newline> Hsap\ABHD14A <newline> Hsap\SERHL2 <newline> Hsap\EPHX4 <newline> Hsap\BPHL <newline> Hsap\PPME1 <newline> Hsap\ABHD5 <newline> Hsap\ABHD4 <newline> Hsap\ABHD14B <newline> Hsap\ABHD6 <newline> Hsap\EPHX2 <newline> Hsap\EPHX1 <newline> Hsap\HMGCR
FBgn0036211	Hsap\CYB5R3 <newline> Hsap\CYB5R2 <newline> Hsap\OXNAD1 <newline> Hsap\CYB5R1 <newline> Hsap\CYB5R4 <newline> Hsap\CYB5RL <newline> Hsap\TBX1
FBgn0034502	-
